"Item","Country","Element","Unit","Y2009","Y2010","Y2011","Average","Data.type","Region","Region_nice","Region_code","Region_macronew","Region_macro1","Region_macro1_nice","Region_macro2","Region_macro2_nice","Region_macro3","Region_macro3_nice","food_group","Region_crops"
"Oilcrops, other","Uzbekistan","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Slovenia","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.7,0.433333333,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","United Republic of Tanzania","Food supply quantity (g/capita/day)","g/capita/day",2,2,3,2.333333333,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Ecuador","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Occupied Palestinian Territory","Fat supply quantity (g/capita/day)","g/capita/day",6.8,5.9,5,5.9,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","China, Macao SAR","Food supply (kcal/capita/day)","kcal/capita/day",24,23,26,24.33333333,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Luxembourg","Food supply (kcal/capita/day)","kcal/capita/day",56,94,89,79.66666667,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Jamaica","Fat supply quantity (g/capita/day)","g/capita/day",10.3,0,0,3.433333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Luxembourg","Food supply quantity (g/capita/day)","g/capita/day",6,11,10,9,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Solomon Islands","Fat supply quantity (g/capita/day)","g/capita/day",0.8,0.5,2.2,1.166666667,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Vanuatu","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Finland","Fat supply quantity (g/capita/day)","g/capita/day",1.5,1.5,1.5,1.5,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Cyprus","Fat supply quantity (g/capita/day)","g/capita/day",3.4,3.7,3.4,3.5,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Burkina Faso","Fat supply quantity (g/capita/day)","g/capita/day",0.6,0.4,0.2,0.4,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Iceland","Food supply quantity (g/capita/day)","g/capita/day",1,1,2,1.333333333,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Iceland","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Ecuador","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Cambodia","Food supply (kcal/capita/day)","kcal/capita/day",10,9,8,9,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Kenya","Fat supply quantity (g/capita/day)","g/capita/day",1.8,0.9,1.2,1.3,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Barbados","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Kazakhstan","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","El Salvador","Fat supply quantity (g/capita/day)","g/capita/day",2.9,1.9,2.9,2.566666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Mongolia","Food supply (kcal/capita/day)","kcal/capita/day",27,33,34,31.33333333,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Iraq","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Grenada","Food supply (kcal/capita/day)","kcal/capita/day",169,134,61,121.3333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Greece","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Malawi","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Occupied Palestinian Territory","Food supply quantity (g/capita/day)","g/capita/day",7,7,6,6.666666667,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Jamaica","Food supply quantity (g/capita/day)","g/capita/day",1,0,0,0.333333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","El Salvador","Food supply (kcal/capita/day)","kcal/capita/day",26,17,26,23,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Bosnia and Herzegovina","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Thailand","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Montenegro","Food supply quantity (g/capita/day)","g/capita/day",6,6,6,6,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Ethiopia","Food supply quantity (g/capita/day)","g/capita/day",2,1,2,1.666666667,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Israel","Food supply quantity (g/capita/day)","g/capita/day",3,4,4,3.666666667,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Bulgaria","Fat supply quantity (g/capita/day)","g/capita/day",1.9,1.9,2,1.933333333,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Malawi","Fat supply quantity (g/capita/day)","g/capita/day",1.2,0.5,0.5,0.733333333,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Bosnia and Herzegovina","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Colombia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Indonesia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Italy","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_south","SW Europe","WEU-S","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Guyana","Food supply (kcal/capita/day)","kcal/capita/day",1,1,0,0.666666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Sri Lanka","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Niger","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Morocco","Food supply (kcal/capita/day)","kcal/capita/day",16,11,5,10.66666667,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Guatemala","Food supply quantity (g/capita/day)","g/capita/day",0,1,1,0.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)","g/capita/day",1,0,1,0.666666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Namibia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Norway","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Chile","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_temperate","Temp. S. America","SAM-Tem","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Timor-Leste","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Serbia","Food supply (kcal/capita/day)","kcal/capita/day",2,2,2,2,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Dominica","Food supply (kcal/capita/day)","kcal/capita/day",34,50,32,38.66666667,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Cambodia","Fat supply quantity (g/capita/day)","g/capita/day",1.2,1.1,0.9,1.066666667,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Australia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","Pacific_Region_ausnz","Australia New Zealand","PAC-ANZ","Pacific","Pacific_Region","Pacific","Australia and New Zealand","Asia and the Pacific","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Egypt","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Trinidad and Tobago","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)","g/capita/day",0,0.2,0,0.066666667,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Tunisia","Food supply (kcal/capita/day)","kcal/capita/day",5,4,4,4.333333333,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Chile","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Syrian Arab Republic","Food supply (kcal/capita/day)","kcal/capita/day",20,14,17,17,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Myanmar","Food supply (kcal/capita/day)","kcal/capita/day",1,0,0,0.333333333,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Pakistan","Food supply quantity (g/capita/day)","g/capita/day",4,4,4,4,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Lebanon","Fat supply quantity (g/capita/day)","g/capita/day",3.6,3.4,3.5,3.5,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Algeria","Food supply quantity (g/capita/day)","g/capita/day",5,2,5,4,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","United Republic of Tanzania","Food supply (kcal/capita/day)","kcal/capita/day",13,13,16,14,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Solomon Islands","Food supply (kcal/capita/day)","kcal/capita/day",7,5,19,10.33333333,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Swaziland","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Saudi Arabia","Protein supply quantity (g/capita/day)","g/capita/day",0,0.1,0.1,0.066666667,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Trinidad and Tobago","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Morocco","Fat supply quantity (g/capita/day)","g/capita/day",1.8,1.2,0.5,1.166666667,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Sri Lanka","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Niger","Fat supply quantity (g/capita/day)","g/capita/day",0.5,1.5,1.4,1.133333333,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Timor-Leste","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0.1,0.033333333,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","El Salvador","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Iraq","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Cabo Verde","Food supply (kcal/capita/day)","kcal/capita/day",62,59,63,61.33333333,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Sudan (former)","Food supply (kcal/capita/day)","kcal/capita/day",31,28,33,30.66666667,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Liberia","Food supply (kcal/capita/day)","kcal/capita/day",23,25,23,23.66666667,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Uzbekistan","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Saudi Arabia","Fat supply quantity (g/capita/day)","g/capita/day",4.1,4.8,5.7,4.866666667,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Kenya","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Turkey","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Japan","Food supply (kcal/capita/day)","kcal/capita/day",2,3,2,2.333333333,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Georgia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Switzerland","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Oilcrops","Not_Specified"
"Oilcrops, other","Turkmenistan","Fat supply quantity (g/capita/day)","g/capita/day",5,5.6,5.1,5.233333333,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Malaysia","Fat supply quantity (g/capita/day)","g/capita/day",2.3,2.4,2.6,2.433333333,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Chad","Fat supply quantity (g/capita/day)","g/capita/day",2.2,1.4,1.5,1.7,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Oilcrops","Not_Specified"
"Oilcrops, other","Bahamas","Fat supply quantity (g/capita/day)","g/capita/day",14.3,13.8,16.9,15,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Oilcrops","Not_Specified"
