"Region_crops","Country","Element","Y2009","Y2010","Y2011"
"Not_Specified","South Africa","Food supply quantity (g/capita/day)",106,117,112
"Not_Specified","South Africa","Protein supply quantity (g/capita/day)",1.2,1.3,1.3
"Not_Specified","Spain","Fat supply quantity (g/capita/day)",5,4.4,4.3
"Not_Specified","Spain","Food supply (kcal/capita/day)",149,131,127
"Not_Specified","Spain","Food supply quantity (g/capita/day)",279,255,241
"Not_Specified","Spain","Protein supply quantity (g/capita/day)",4.3,3.8,3.6
"Not_Specified","Sri Lanka","Fat supply quantity (g/capita/day)",0.9,1,1
"Not_Specified","Sri Lanka","Food supply (kcal/capita/day)",55,57,61
"Not_Specified","Sri Lanka","Food supply quantity (g/capita/day)",89,89,94
"Not_Specified","Sri Lanka","Protein supply quantity (g/capita/day)",1.7,1.7,1.7
"Not_Specified","Sudan (former)","Fat supply quantity (g/capita/day)",3.8,3.3,3.9
"Not_Specified","Sudan (former)","Food supply (kcal/capita/day)",109,106,117
"Not_Specified","Sudan (former)","Food supply quantity (g/capita/day)",210,200,209
"Not_Specified","Sudan (former)","Protein supply quantity (g/capita/day)",3.1,3.1,3.6
"Not_Specified","Suriname","Fat supply quantity (g/capita/day)",1.1,2,1.6
"Not_Specified","Suriname","Food supply (kcal/capita/day)",137,149,140
"Not_Specified","Suriname","Food supply quantity (g/capita/day)",153,203,197
"Not_Specified","Suriname","Protein supply quantity (g/capita/day)",3,3.2,2.9
"Not_Specified","Swaziland","Fat supply quantity (g/capita/day)",4.9,4.8,4.8
"Not_Specified","Swaziland","Food supply (kcal/capita/day)",204,240,238
"Not_Specified","Swaziland","Food supply quantity (g/capita/day)",266,275,277
"Not_Specified","Swaziland","Protein supply quantity (g/capita/day)",2.3,2.3,1.9
"Not_Specified","Sweden","Fat supply quantity (g/capita/day)",8.3,8.2,6.4
"Not_Specified","Sweden","Food supply (kcal/capita/day)",207,202,189
"Not_Specified","Sweden","Food supply quantity (g/capita/day)",276,269,281
"Not_Specified","Sweden","Protein supply quantity (g/capita/day)",3.9,3.8,4
"Not_Specified","Switzerland","Fat supply quantity (g/capita/day)",11.8,11.9,12.3
"Not_Specified","Switzerland","Food supply (kcal/capita/day)",260,264,274
"Not_Specified","Switzerland","Food supply quantity (g/capita/day)",353,358,385
"Not_Specified","Switzerland","Protein supply quantity (g/capita/day)",5,5.1,5.4
"Not_Specified","Syrian Arab Republic","Fat supply quantity (g/capita/day)",8.5,7.9,8.8
"Not_Specified","Syrian Arab Republic","Food supply (kcal/capita/day)",152,143,173
"Not_Specified","Syrian Arab Republic","Food supply quantity (g/capita/day)",236,209,318
"Not_Specified","Syrian Arab Republic","Protein supply quantity (g/capita/day)",3.8,4.3,4.9
"Not_Specified","Tajikistan","Fat supply quantity (g/capita/day)",3.4,3.7,3.9
"Not_Specified","Tajikistan","Food supply (kcal/capita/day)",95,101,105
"Not_Specified","Tajikistan","Food supply quantity (g/capita/day)",241,258,266
"Not_Specified","Tajikistan","Protein supply quantity (g/capita/day)",2.4,2.4,2.7
"Not_Specified","Thailand","Fat supply quantity (g/capita/day)",1.8,2,1.8
"Not_Specified","Thailand","Food supply (kcal/capita/day)",215,228,221
"Not_Specified","Thailand","Food supply quantity (g/capita/day)",315,320,306
"Not_Specified","Thailand","Protein supply quantity (g/capita/day)",3.2,3.4,3.2
"Not_Specified","The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)",4.3,4.2,4.4
"Not_Specified","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)",195,191,190
"Not_Specified","The former Yugoslav Republic of Macedonia","Food supply quantity (g/capita/day)",475,459,427
"Not_Specified","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",5.5,5.5,5.5
"Not_Specified","Timor-Leste","Fat supply quantity (g/capita/day)",1.7,1.6,1.9
"Not_Specified","Timor-Leste","Food supply (kcal/capita/day)",61,57,73
"Not_Specified","Timor-Leste","Food supply quantity (g/capita/day)",120,110,133
"Not_Specified","Timor-Leste","Protein supply quantity (g/capita/day)",1.8,1.7,2
"Not_Specified","Togo","Fat supply quantity (g/capita/day)",3.3,4,3.8
"Not_Specified","Togo","Food supply (kcal/capita/day)",64,67,69
"Not_Specified","Togo","Food supply quantity (g/capita/day)",84,86,84
"Not_Specified","Togo","Protein supply quantity (g/capita/day)",1.6,1.7,1.4
"Not_Specified","Trinidad and Tobago","Fat supply quantity (g/capita/day)",2.2,2.2,2.8
"Not_Specified","Trinidad and Tobago","Food supply (kcal/capita/day)",185,176,196
"Not_Specified","Trinidad and Tobago","Food supply quantity (g/capita/day)",217,204,237
"Not_Specified","Trinidad and Tobago","Protein supply quantity (g/capita/day)",3.7,3.5,4.1
"Not_Specified","Tunisia","Fat supply quantity (g/capita/day)",6.5,6,6.9
"Not_Specified","Tunisia","Food supply (kcal/capita/day)",205,213,227
"Not_Specified","Tunisia","Food supply quantity (g/capita/day)",454,501,495
"Not_Specified","Tunisia","Protein supply quantity (g/capita/day)",6.5,7.9,8.2
"Not_Specified","Turkey","Fat supply quantity (g/capita/day)",7,7.6,7.2
"Not_Specified","Turkey","Food supply (kcal/capita/day)",196,201,200
"Not_Specified","Turkey","Food supply quantity (g/capita/day)",449,440,453
"Not_Specified","Turkey","Protein supply quantity (g/capita/day)",5.7,5.8,5.9
"Not_Specified","Turkmenistan","Fat supply quantity (g/capita/day)",5.7,6.3,5.8
"Not_Specified","Turkmenistan","Food supply (kcal/capita/day)",114,118,116
"Not_Specified","Turkmenistan","Food supply quantity (g/capita/day)",249,251,245
"Not_Specified","Turkmenistan","Protein supply quantity (g/capita/day)",1.9,1.9,1.9
"Not_Specified","Uganda","Fat supply quantity (g/capita/day)",1.9,1.5,1.5
"Not_Specified","Uganda","Food supply (kcal/capita/day)",144,145,147
"Not_Specified","Uganda","Food supply quantity (g/capita/day)",327,345,355
"Not_Specified","Uganda","Protein supply quantity (g/capita/day)",1.5,1.7,1.8
"Not_Specified","Ukraine","Fat supply quantity (g/capita/day)",1.9,2.1,2.3
"Not_Specified","Ukraine","Food supply (kcal/capita/day)",208,222,222
"Not_Specified","Ukraine","Food supply quantity (g/capita/day)",300,332,354
"Not_Specified","Ukraine","Protein supply quantity (g/capita/day)",2.9,3.3,3.6
"Not_Specified","United Arab Emirates","Fat supply quantity (g/capita/day)",9.4,11.6,15.1
"Not_Specified","United Arab Emirates","Food supply (kcal/capita/day)",194,206,253
"Not_Specified","United Arab Emirates","Food supply quantity (g/capita/day)",237,238,235
"Not_Specified","United Arab Emirates","Protein supply quantity (g/capita/day)",5.6,6.3,7.5
"Not_Specified","United Kingdom","Fat supply quantity (g/capita/day)",3.2,3.7,3.9
"Not_Specified","United Kingdom","Food supply (kcal/capita/day)",144,153,161
"Not_Specified","United Kingdom","Food supply quantity (g/capita/day)",246,254,260
"Not_Specified","United Kingdom","Protein supply quantity (g/capita/day)",3.8,3.8,4.2
"Not_Specified","United Republic of Tanzania","Fat supply quantity (g/capita/day)",2,2,2.4
"Not_Specified","United Republic of Tanzania","Food supply (kcal/capita/day)",110,113,117
"Not_Specified","United Republic of Tanzania","Food supply quantity (g/capita/day)",284,295,297
"Not_Specified","United Republic of Tanzania","Protein supply quantity (g/capita/day)",2.3,2.4,2.5
"Not_Specified","United States of America","Fat supply quantity (g/capita/day)",3.8,4.3,2.3
"Not_Specified","United States of America","Food supply (kcal/capita/day)",427,435,397
"Not_Specified","United States of America","Food supply quantity (g/capita/day)",360,351,336
"Not_Specified","United States of America","Protein supply quantity (g/capita/day)",3.5,3.6,2.9
"Not_Specified","Uruguay","Fat supply quantity (g/capita/day)",4.9,4.7,5.7
"Not_Specified","Uruguay","Food supply (kcal/capita/day)",153,182,199
"Not_Specified","Uruguay","Food supply quantity (g/capita/day)",160,177,186
"Not_Specified","Uruguay","Protein supply quantity (g/capita/day)",1.7,1.9,1.9
"Not_Specified","Uzbekistan","Fat supply quantity (g/capita/day)",1.9,1.9,1.9
"Not_Specified","Uzbekistan","Food supply (kcal/capita/day)",168,173,174
"Not_Specified","Uzbekistan","Food supply quantity (g/capita/day)",381,407,421
"Not_Specified","Uzbekistan","Protein supply quantity (g/capita/day)",4.2,4.4,4.5
"Not_Specified","Vanuatu","Fat supply quantity (g/capita/day)",4.5,4.1,4.3
"Not_Specified","Vanuatu","Food supply (kcal/capita/day)",126,126,124
"Not_Specified","Vanuatu","Food supply quantity (g/capita/day)",235,238,216
"Not_Specified","Vanuatu","Protein supply quantity (g/capita/day)",3.3,3.3,3.1
"Not_Specified","Venezuela (Bolivarian Republic of)","Fat supply quantity (g/capita/day)",1,1.1,1
"Not_Specified","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)",82,81,92
"Not_Specified","Venezuela (Bolivarian Republic of)","Food supply quantity (g/capita/day)",139,139,143
"Not_Specified","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",1.4,1.4,1.5
"Not_Specified","Viet Nam","Fat supply quantity (g/capita/day)",4.7,3.1,3.8
"Not_Specified","Viet Nam","Food supply (kcal/capita/day)",171,155,165
"Not_Specified","Viet Nam","Food supply quantity (g/capita/day)",366,357,361
"Not_Specified","Viet Nam","Protein supply quantity (g/capita/day)",5,4.9,5
"Not_Specified","Yemen","Fat supply quantity (g/capita/day)",2.4,1.9,3
"Not_Specified","Yemen","Food supply (kcal/capita/day)",80,66,80
"Not_Specified","Yemen","Food supply quantity (g/capita/day)",130,123,118
"Not_Specified","Yemen","Protein supply quantity (g/capita/day)",1.1,0.9,1
"Not_Specified","Zambia","Fat supply quantity (g/capita/day)",2.5,1.8,1.7
"Not_Specified","Zambia","Food supply (kcal/capita/day)",77,70,68
"Not_Specified","Zambia","Food supply quantity (g/capita/day)",144,145,143
"Not_Specified","Zambia","Protein supply quantity (g/capita/day)",1.6,1.5,1.4
"Not_Specified","Zimbabwe","Fat supply quantity (g/capita/day)",3.4,2.5,2.3
"Not_Specified","Zimbabwe","Food supply (kcal/capita/day)",90,82,84
"Not_Specified","Zimbabwe","Food supply quantity (g/capita/day)",79,84,85
"Not_Specified","Zimbabwe","Protein supply quantity (g/capita/day)",0.7,0.8,0.9
"Pacific","Afghanistan","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Afghanistan","Food supply (kcal/capita/day)",0,0,0
"Pacific","Afghanistan","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Afghanistan","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Albania","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Albania","Food supply (kcal/capita/day)",0,0,0
"Pacific","Albania","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Albania","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Algeria","Fat supply quantity (g/capita/day)",0.2,0.3,0.1
"Pacific","Algeria","Food supply (kcal/capita/day)",2,3,1
"Pacific","Algeria","Food supply quantity (g/capita/day)",1,1,0
"Pacific","Algeria","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Angola","Fat supply quantity (g/capita/day)",0.1,0,0
"Pacific","Angola","Food supply (kcal/capita/day)",1,0,0
"Pacific","Angola","Food supply quantity (g/capita/day)",1,0,0
"Pacific","Angola","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Antigua and Barbuda","Fat supply quantity (g/capita/day)",0.8,0.8,0.1
"Pacific","Antigua and Barbuda","Food supply (kcal/capita/day)",14,14,3
"Pacific","Antigua and Barbuda","Food supply quantity (g/capita/day)",11,10,2
"Pacific","Antigua and Barbuda","Protein supply quantity (g/capita/day)",0.2,0.2,0
"Pacific","Argentina","Fat supply quantity (g/capita/day)",0.4,0.5,0.3
"Pacific","Argentina","Food supply (kcal/capita/day)",4,5,3
"Pacific","Argentina","Food supply quantity (g/capita/day)",1,1,1
"Pacific","Argentina","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Armenia","Fat supply quantity (g/capita/day)",0.8,2.4,1
"Pacific","Armenia","Food supply (kcal/capita/day)",7,21,9
"Pacific","Armenia","Food supply quantity (g/capita/day)",1,2,2
"Pacific","Armenia","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Australia","Fat supply quantity (g/capita/day)",0.9,2,2.5
"Pacific","Australia","Food supply (kcal/capita/day)",9,19,23
"Pacific","Australia","Food supply quantity (g/capita/day)",6,7,8
"Pacific","Australia","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Austria","Fat supply quantity (g/capita/day)",1.9,3,3.6
"Pacific","Austria","Food supply (kcal/capita/day)",17,27,32
"Pacific","Austria","Food supply quantity (g/capita/day)",4,5,5
"Pacific","Austria","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Azerbaijan","Fat supply quantity (g/capita/day)",0,0.1,0
"Pacific","Azerbaijan","Food supply (kcal/capita/day)",0,0,0
"Pacific","Azerbaijan","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Azerbaijan","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Bahamas","Fat supply quantity (g/capita/day)",0.7,2.7,2.4
"Pacific","Bahamas","Food supply (kcal/capita/day)",8,29,27
"Pacific","Bahamas","Food supply quantity (g/capita/day)",3,19,19
"Pacific","Bahamas","Protein supply quantity (g/capita/day)",0,0.3,0.3
"Pacific","Bangladesh","Fat supply quantity (g/capita/day)",0.4,0.3,0.3
"Pacific","Bangladesh","Food supply (kcal/capita/day)",3,3,3
"Pacific","Bangladesh","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Bangladesh","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Barbados","Fat supply quantity (g/capita/day)",2.6,2.8,2.8
"Pacific","Barbados","Food supply (kcal/capita/day)",29,33,31
"Pacific","Barbados","Food supply quantity (g/capita/day)",21,25,23
"Pacific","Barbados","Protein supply quantity (g/capita/day)",0.3,0.5,0.4
"Pacific","Belarus","Fat supply quantity (g/capita/day)",0.6,0.6,0.5
"Pacific","Belarus","Food supply (kcal/capita/day)",5,6,5
"Pacific","Belarus","Food supply quantity (g/capita/day)",1,1,0
"Pacific","Belarus","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Belgium","Fat supply quantity (g/capita/day)",1.6,3.3,2.4
"Pacific","Belgium","Food supply (kcal/capita/day)",15,30,22
"Pacific","Belgium","Food supply quantity (g/capita/day)",8,11,9
"Pacific","Belgium","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Belize","Fat supply quantity (g/capita/day)",1.8,1.2,1.2
"Pacific","Belize","Food supply (kcal/capita/day)",19,16,14
"Pacific","Belize","Food supply quantity (g/capita/day)",10,10,8
"Pacific","Belize","Protein supply quantity (g/capita/day)",0.2,0.2,0.1
"Pacific","Benin","Fat supply quantity (g/capita/day)",0.5,0.5,0.6
"Pacific","Benin","Food supply (kcal/capita/day)",6,5,6
"Pacific","Benin","Food supply quantity (g/capita/day)",2,1,2
"Pacific","Benin","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Bermuda","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Bermuda","Food supply (kcal/capita/day)",0,0,0
"Pacific","Bermuda","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Bermuda","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)",0.2,0.1,0.1
"Pacific","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)",7,6,6
"Pacific","Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)",11,10,9
"Pacific","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Bosnia and Herzegovina","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Bosnia and Herzegovina","Food supply (kcal/capita/day)",0,0,0
"Pacific","Bosnia and Herzegovina","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Botswana","Fat supply quantity (g/capita/day)",0.2,0.3,0.2
"Pacific","Botswana","Food supply (kcal/capita/day)",93,104,107
"Pacific","Botswana","Food supply quantity (g/capita/day)",103,114,118
"Pacific","Botswana","Protein supply quantity (g/capita/day)",1.6,1.8,1.9
"Pacific","Brazil","Fat supply quantity (g/capita/day)",4.7,4.5,4.6
"Pacific","Brazil","Food supply (kcal/capita/day)",51,49,50
"Pacific","Brazil","Food supply quantity (g/capita/day)",38,36,37
"Pacific","Brazil","Protein supply quantity (g/capita/day)",0.6,0.6,0.6
"Pacific","Brunei Darussalam","Fat supply quantity (g/capita/day)",1.3,1.1,0.5
"Pacific","Brunei Darussalam","Food supply (kcal/capita/day)",18,15,9
"Pacific","Brunei Darussalam","Food supply quantity (g/capita/day)",16,13,9
"Pacific","Brunei Darussalam","Protein supply quantity (g/capita/day)",0.3,0.2,0.2
"Pacific","Bulgaria","Fat supply quantity (g/capita/day)",0.2,0.2,0.1
"Pacific","Bulgaria","Food supply (kcal/capita/day)",2,2,1
"Pacific","Bulgaria","Food supply quantity (g/capita/day)",2,2,1
"Pacific","Bulgaria","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Burkina Faso","Fat supply quantity (g/capita/day)",0.6,0.7,0.6
"Pacific","Burkina Faso","Food supply (kcal/capita/day)",6,6,6
"Pacific","Burkina Faso","Food supply quantity (g/capita/day)",1,1,1
"Pacific","Burkina Faso","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Cabo Verde","Fat supply quantity (g/capita/day)",1.6,1.5,1.6
"Pacific","Cabo Verde","Food supply (kcal/capita/day)",17,17,17
"Pacific","Cabo Verde","Food supply quantity (g/capita/day)",20,19,20
"Pacific","Cabo Verde","Protein supply quantity (g/capita/day)",0.2,0.2,0.2
"Pacific","Cambodia","Fat supply quantity (g/capita/day)",1.8,2,2
"Pacific","Cambodia","Food supply (kcal/capita/day)",24,24,23
"Pacific","Cambodia","Food supply quantity (g/capita/day)",10,8,8
"Pacific","Cambodia","Protein supply quantity (g/capita/day)",0.2,0.1,0.1
"Pacific","Cameroon","Fat supply quantity (g/capita/day)",0.2,0.2,0.2
"Pacific","Cameroon","Food supply (kcal/capita/day)",59,59,58
"Pacific","Cameroon","Food supply quantity (g/capita/day)",68,68,67
"Pacific","Cameroon","Protein supply quantity (g/capita/day)",1,1,1
"Pacific","Canada","Fat supply quantity (g/capita/day)",1,0.9,1.1
"Pacific","Canada","Food supply (kcal/capita/day)",10,10,11
"Pacific","Canada","Food supply quantity (g/capita/day)",5,5,5
"Pacific","Canada","Protein supply quantity (g/capita/day)",0,0,0.1
"Pacific","Central African Republic","Fat supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Central African Republic","Food supply (kcal/capita/day)",60,61,62
"Pacific","Central African Republic","Food supply quantity (g/capita/day)",69,71,72
"Pacific","Central African Republic","Protein supply quantity (g/capita/day)",1,1.1,1.1
"Pacific","Chad","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Chad","Food supply (kcal/capita/day)",6,4,4
"Pacific","Chad","Food supply quantity (g/capita/day)",7,5,5
"Pacific","Chad","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Chile","Fat supply quantity (g/capita/day)",0.1,0.2,0.2
"Pacific","Chile","Food supply (kcal/capita/day)",1,2,2
"Pacific","Chile","Food supply quantity (g/capita/day)",1,1,1
"Pacific","Chile","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","China, Hong Kong SAR","Fat supply quantity (g/capita/day)",0.6,0.7,0.5
"Pacific","China, Hong Kong SAR","Food supply (kcal/capita/day)",7,7,7
"Pacific","China, Hong Kong SAR","Food supply quantity (g/capita/day)",3,3,3
"Pacific","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","China, Macao SAR","Fat supply quantity (g/capita/day)",0.2,0.3,0
"Pacific","China, Macao SAR","Food supply (kcal/capita/day)",14,15,12
"Pacific","China, Macao SAR","Food supply quantity (g/capita/day)",19,21,16
"Pacific","China, Macao SAR","Protein supply quantity (g/capita/day)",0.2,0.2,0.2
"Pacific","China, mainland","Fat supply quantity (g/capita/day)",0.4,0.7,0.4
"Pacific","China, mainland","Food supply (kcal/capita/day)",6,8,6
"Pacific","China, mainland","Food supply quantity (g/capita/day)",4,5,4
"Pacific","China, mainland","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","China, Taiwan Province of","Fat supply quantity (g/capita/day)",1.5,1.4,1.3
"Pacific","China, Taiwan Province of","Food supply (kcal/capita/day)",18,19,17
"Pacific","China, Taiwan Province of","Food supply quantity (g/capita/day)",11,11,10
"Pacific","China, Taiwan Province of","Protein supply quantity (g/capita/day)",0.2,0.2,0.2
"Pacific","Colombia","Fat supply quantity (g/capita/day)",0.7,0.7,0.7
"Pacific","Colombia","Food supply (kcal/capita/day)",9,11,12
"Pacific","Colombia","Food supply quantity (g/capita/day)",8,9,10
"Pacific","Colombia","Protein supply quantity (g/capita/day)",0.1,0.2,0.2
"Pacific","Congo","Fat supply quantity (g/capita/day)",0.5,0.5,0.5
"Pacific","Congo","Food supply (kcal/capita/day)",33,34,33
"Pacific","Congo","Food supply quantity (g/capita/day)",34,35,35
"Pacific","Congo","Protein supply quantity (g/capita/day)",0.5,0.5,0.5
"Pacific","Costa Rica","Fat supply quantity (g/capita/day)",0.9,0.9,1
"Pacific","Costa Rica","Food supply (kcal/capita/day)",26,21,27
"Pacific","Costa Rica","Food supply quantity (g/capita/day)",24,18,25
"Pacific","Costa Rica","Protein supply quantity (g/capita/day)",0.4,0.3,0.4
"Pacific","Côte d'Ivoire","Fat supply quantity (g/capita/day)",3,3.2,4.3
"Pacific","Côte d'Ivoire","Food supply (kcal/capita/day)",34,35,45
"Pacific","Côte d'Ivoire","Food supply quantity (g/capita/day)",14,15,18
"Pacific","Côte d'Ivoire","Protein supply quantity (g/capita/day)",0.1,0.1,0.2
"Pacific","Croatia","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Croatia","Food supply (kcal/capita/day)",0,0,0
"Pacific","Croatia","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Croatia","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Cuba","Fat supply quantity (g/capita/day)",2.3,2.2,1.9
"Pacific","Cuba","Food supply (kcal/capita/day)",58,49,45
"Pacific","Cuba","Food supply quantity (g/capita/day)",48,41,38
"Pacific","Cuba","Protein supply quantity (g/capita/day)",0.8,0.7,0.6
"Pacific","Cyprus","Fat supply quantity (g/capita/day)",0.2,0.1,0.2
"Pacific","Cyprus","Food supply (kcal/capita/day)",5,4,5
"Pacific","Cyprus","Food supply quantity (g/capita/day)",5,5,7
"Pacific","Cyprus","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Czech Republic","Fat supply quantity (g/capita/day)",0.4,0.3,0.3
"Pacific","Czech Republic","Food supply (kcal/capita/day)",4,3,3
"Pacific","Czech Republic","Food supply quantity (g/capita/day)",3,2,2
"Pacific","Czech Republic","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Democratic People's Republic of Korea","Food supply (kcal/capita/day)",0,0,0
"Pacific","Democratic People's Republic of Korea","Food supply quantity (g/capita/day)",0,0,0
"Pacific","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Denmark","Fat supply quantity (g/capita/day)",0.6,0.5,0.6
"Pacific","Denmark","Food supply (kcal/capita/day)",6,5,6
"Pacific","Denmark","Food supply quantity (g/capita/day)",4,4,4
"Pacific","Denmark","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Djibouti","Fat supply quantity (g/capita/day)",2.1,1,0.8
"Pacific","Djibouti","Food supply (kcal/capita/day)",22,13,11
"Pacific","Djibouti","Food supply quantity (g/capita/day)",5,5,5
"Pacific","Djibouti","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Dominica","Fat supply quantity (g/capita/day)",12.5,12.5,12.5
"Pacific","Dominica","Food supply (kcal/capita/day)",247,262,254
"Pacific","Dominica","Food supply quantity (g/capita/day)",196,210,202
"Pacific","Dominica","Protein supply quantity (g/capita/day)",3,3.2,3.1
"Pacific","Dominican Republic","Fat supply quantity (g/capita/day)",2.8,4.4,4.6
"Pacific","Dominican Republic","Food supply (kcal/capita/day)",34,50,54
"Pacific","Dominican Republic","Food supply quantity (g/capita/day)",16,28,33
"Pacific","Dominican Republic","Protein supply quantity (g/capita/day)",0.3,0.4,0.5
"Pacific","Ecuador","Fat supply quantity (g/capita/day)",0.4,0.5,0.2
"Pacific","Ecuador","Food supply (kcal/capita/day)",3,5,2
"Pacific","Ecuador","Food supply quantity (g/capita/day)",1,1,1
"Pacific","Ecuador","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Egypt","Fat supply quantity (g/capita/day)",0.1,0.3,0.3
"Pacific","Egypt","Food supply (kcal/capita/day)",3,5,4
"Pacific","Egypt","Food supply quantity (g/capita/day)",3,4,3
"Pacific","Egypt","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","El Salvador","Fat supply quantity (g/capita/day)",4,3.6,3.4
"Pacific","El Salvador","Food supply (kcal/capita/day)",57,52,52
"Pacific","El Salvador","Food supply quantity (g/capita/day)",39,37,37
"Pacific","El Salvador","Protein supply quantity (g/capita/day)",0.7,0.6,0.6
"Pacific","Estonia","Fat supply quantity (g/capita/day)",1.1,1,0.9
"Pacific","Estonia","Food supply (kcal/capita/day)",9,8,8
"Pacific","Estonia","Food supply quantity (g/capita/day)",1,1,1
"Pacific","Estonia","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Ethiopia","Fat supply quantity (g/capita/day)",0.3,0.3,0.3
"Pacific","Ethiopia","Food supply (kcal/capita/day)",200,200,211
"Pacific","Ethiopia","Food supply quantity (g/capita/day)",133,133,141
"Pacific","Ethiopia","Protein supply quantity (g/capita/day)",2.1,2.1,2.3
"Pacific","Fiji","Fat supply quantity (g/capita/day)",28.1,25.4,24.9
"Pacific","Fiji","Food supply (kcal/capita/day)",411,353,356
"Pacific","Fiji","Food supply quantity (g/capita/day)",335,286,293
"Pacific","Fiji","Protein supply quantity (g/capita/day)",4.6,3.7,3.9
"Pacific","Finland","Fat supply quantity (g/capita/day)",1,0,0
"Pacific","Finland","Food supply (kcal/capita/day)",9,0,0
"Pacific","Finland","Food supply quantity (g/capita/day)",1,0,0
"Pacific","Finland","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","France","Fat supply quantity (g/capita/day)",4.3,4.3,6.4
"Pacific","France","Food supply (kcal/capita/day)",38,39,57
"Pacific","France","Food supply quantity (g/capita/day)",6,6,9
"Pacific","France","Protein supply quantity (g/capita/day)",0,0,0.1
"Pacific","French Polynesia","Fat supply quantity (g/capita/day)",8,8.4,8.8
"Pacific","French Polynesia","Food supply (kcal/capita/day)",128,136,141
"Pacific","French Polynesia","Food supply quantity (g/capita/day)",122,128,133
"Pacific","French Polynesia","Protein supply quantity (g/capita/day)",1.5,1.6,1.7
"Pacific","Gabon","Fat supply quantity (g/capita/day)",0.1,0.1,0.1
"Pacific","Gabon","Food supply (kcal/capita/day)",54,53,54
"Pacific","Gabon","Food supply quantity (g/capita/day)",64,64,65
"Pacific","Gabon","Protein supply quantity (g/capita/day)",1,0.9,0.9
"Pacific","Gambia","Fat supply quantity (g/capita/day)",0,0,0
"Pacific","Gambia","Food supply (kcal/capita/day)",1,1,0
"Pacific","Gambia","Food supply quantity (g/capita/day)",2,3,0
"Pacific","Gambia","Protein supply quantity (g/capita/day)",0,0,0
"Pacific","Georgia","Fat supply quantity (g/capita/day)",0.1,0.1,0.2
"Pacific","Georgia","Food supply (kcal/capita/day)",1,1,1
"Pacific","Georgia","Food supply quantity (g/capita/day)",0,0,0
