Item,Country,Element,Unit,Y2009,Y2010,Y2011,Average
Oats,Kyrgyzstan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lao People's Democratic Republic,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lao People's Democratic Republic,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Lao People's Democratic Republic,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lao People's Democratic Republic,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Latvia,Fat supply quantity (g/capita/day),g/capita/day,0.7,0.4,0.4,0.5
Oats,Latvia,Food supply (kcal/capita/day),kcal/capita/day,43,23,27,31
Oats,Latvia,Food supply quantity (g/capita/day),g/capita/day,20,11,13,14.66666667
Oats,Latvia,Protein supply quantity (g/capita/day),g/capita/day,1.8,1,1.1,1.3
Oats,Lebanon,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lebanon,Food supply (kcal/capita/day),kcal/capita/day,0,1,1,0.666666667
Oats,Lebanon,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lebanon,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lesotho,Fat supply quantity (g/capita/day),g/capita/day,0.5,0.6,0.6,0.566666667
Oats,Lesotho,Food supply (kcal/capita/day),kcal/capita/day,27,30,30,29
Oats,Lesotho,Food supply quantity (g/capita/day),g/capita/day,14,15,15,14.66666667
Oats,Lesotho,Protein supply quantity (g/capita/day),g/capita/day,0.9,1,1,0.966666667
Oats,Liberia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Liberia,Food supply (kcal/capita/day),kcal/capita/day,1,1,2,1.333333333
Oats,Liberia,Food supply quantity (g/capita/day),g/capita/day,0,1,1,0.666666667
Oats,Liberia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0.1,0.033333333
Oats,Libya,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Libya,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Libya,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Libya,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Lithuania,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.3,0.3,0.266666667
Oats,Lithuania,Food supply (kcal/capita/day),kcal/capita/day,12,17,18,15.66666667
Oats,Lithuania,Food supply quantity (g/capita/day),g/capita/day,6,8,8,7.333333333
Oats,Lithuania,Protein supply quantity (g/capita/day),g/capita/day,0.5,0.7,0.7,0.633333333
Oats,Luxembourg,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.5,0.4,0.366666667
Oats,Luxembourg,Food supply (kcal/capita/day),kcal/capita/day,15,29,24,22.66666667
Oats,Luxembourg,Food supply quantity (g/capita/day),g/capita/day,7,14,11,10.66666667
Oats,Luxembourg,Protein supply quantity (g/capita/day),g/capita/day,0.6,1.2,1,0.933333333
Oats,Madagascar,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Madagascar,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Madagascar,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Madagascar,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Malawi,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Malawi,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Malawi,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Malawi,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Malaysia,Fat supply quantity (g/capita/day),g/capita/day,0.1,0,0.1,0.066666667
Oats,Malaysia,Food supply (kcal/capita/day),kcal/capita/day,4,3,4,3.666666667
Oats,Malaysia,Food supply quantity (g/capita/day),g/capita/day,2,2,2,2
Oats,Malaysia,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Maldives,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Maldives,Food supply (kcal/capita/day),kcal/capita/day,0,1,1,0.666666667
Oats,Maldives,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Maldives,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mali,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mali,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Mali,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mali,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Malta,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Malta,Food supply (kcal/capita/day),kcal/capita/day,10,12,12,11.33333333
Oats,Malta,Food supply quantity (g/capita/day),g/capita/day,5,5,6,5.333333333
Oats,Malta,Protein supply quantity (g/capita/day),g/capita/day,0.4,0.4,0.5,0.433333333
Oats,Mauritania,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mauritania,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Mauritania,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mauritania,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mauritius,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mauritius,Food supply (kcal/capita/day),kcal/capita/day,2,2,2,2
Oats,Mauritius,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Oats,Mauritius,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Mexico,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Mexico,Food supply (kcal/capita/day),kcal/capita/day,3,3,3,3
Oats,Mexico,Food supply quantity (g/capita/day),g/capita/day,2,1,2,1.666666667
Oats,Mexico,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Mongolia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mongolia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Mongolia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mongolia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Montenegro,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Montenegro,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Montenegro,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Montenegro,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Morocco,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Morocco,Food supply (kcal/capita/day),kcal/capita/day,1,1,1,1
Oats,Morocco,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Morocco,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mozambique,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mozambique,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Mozambique,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Mozambique,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Myanmar,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Myanmar,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Myanmar,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Myanmar,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Namibia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Namibia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Namibia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Namibia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Nepal,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Nepal,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Nepal,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Nepal,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Netherlands,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Netherlands,Food supply (kcal/capita/day),kcal/capita/day,11,11,11,11
Oats,Netherlands,Food supply quantity (g/capita/day),g/capita/day,4,4,4,4
Oats,Netherlands,Protein supply quantity (g/capita/day),g/capita/day,0.4,0.4,0.4,0.4
Oats,New Caledonia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,New Caledonia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,New Caledonia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,New Caledonia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,New Zealand,Fat supply quantity (g/capita/day),g/capita/day,0.4,0.5,0.4,0.433333333
Oats,New Zealand,Food supply (kcal/capita/day),kcal/capita/day,24,29,21,24.66666667
Oats,New Zealand,Food supply quantity (g/capita/day),g/capita/day,9,10,7,8.666666667
Oats,New Zealand,Protein supply quantity (g/capita/day),g/capita/day,0.9,1.1,0.8,0.933333333
Oats,Nicaragua,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Nicaragua,Food supply (kcal/capita/day),kcal/capita/day,10,12,13,11.66666667
Oats,Nicaragua,Food supply quantity (g/capita/day),g/capita/day,5,6,6,5.666666667
Oats,Nicaragua,Protein supply quantity (g/capita/day),g/capita/day,0.4,0.5,0.6,0.5
Oats,Niger,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Niger,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Niger,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Niger,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Nigeria,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Nigeria,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Nigeria,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Nigeria,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Norway,Fat supply quantity (g/capita/day),g/capita/day,0.5,0.5,0.5,0.5
Oats,Norway,Food supply (kcal/capita/day),kcal/capita/day,26,26,26,26
Oats,Norway,Food supply quantity (g/capita/day),g/capita/day,14,13,13,13.33333333
Oats,Norway,Protein supply quantity (g/capita/day),g/capita/day,1,1,1,1
Oats,Occupied Palestinian Territory,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Occupied Palestinian Territory,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Occupied Palestinian Territory,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Occupied Palestinian Territory,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Pakistan,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Pakistan,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Pakistan,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Pakistan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Panama,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Panama,Food supply (kcal/capita/day),kcal/capita/day,11,10,9,10
Oats,Panama,Food supply quantity (g/capita/day),g/capita/day,5,5,4,4.666666667
Oats,Panama,Protein supply quantity (g/capita/day),g/capita/day,0.5,0.4,0.4,0.433333333
Oats,Paraguay,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Paraguay,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Paraguay,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Paraguay,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Peru,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Peru,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Peru,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Peru,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Philippines,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Philippines,Food supply (kcal/capita/day),kcal/capita/day,1,1,1,1
Oats,Philippines,Food supply quantity (g/capita/day),g/capita/day,1,1,0,0.666666667
Oats,Philippines,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0,0.066666667
Oats,Poland,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Poland,Food supply (kcal/capita/day),kcal/capita/day,8,7,7,7.333333333
Oats,Poland,Food supply quantity (g/capita/day),g/capita/day,4,4,3,3.666666667
Oats,Poland,Protein supply quantity (g/capita/day),g/capita/day,0.3,0.3,0.3,0.3
Oats,Portugal,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Portugal,Food supply (kcal/capita/day),kcal/capita/day,6,6,6,6
Oats,Portugal,Food supply quantity (g/capita/day),g/capita/day,3,3,3,3
Oats,Portugal,Protein supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Republic of Korea,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Republic of Korea,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Republic of Korea,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Republic of Korea,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Republic of Moldova,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Republic of Moldova,Food supply (kcal/capita/day),kcal/capita/day,4,5,4,4.333333333
Oats,Republic of Moldova,Food supply quantity (g/capita/day),g/capita/day,2,2,2,2
Oats,Republic of Moldova,Protein supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Romania,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Romania,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Romania,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Romania,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Russian Federation,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Russian Federation,Food supply (kcal/capita/day),kcal/capita/day,10,10,10,10
Oats,Russian Federation,Food supply quantity (g/capita/day),g/capita/day,5,5,5,5
Oats,Russian Federation,Protein supply quantity (g/capita/day),g/capita/day,0.4,0.4,0.4,0.4
Oats,Rwanda,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Rwanda,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Rwanda,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Rwanda,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Saint Kitts and Nevis,Fat supply quantity (g/capita/day),g/capita/day,0.3,0.4,0.3,0.333333333
Oats,Saint Kitts and Nevis,Food supply (kcal/capita/day),kcal/capita/day,20,24,17,20.33333333
Oats,Saint Kitts and Nevis,Food supply quantity (g/capita/day),g/capita/day,9,11,8,9.333333333
Oats,Saint Kitts and Nevis,Protein supply quantity (g/capita/day),g/capita/day,0.8,1,0.7,0.833333333
Oats,Saint Lucia,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.3,0.2,0.233333333
Oats,Saint Lucia,Food supply (kcal/capita/day),kcal/capita/day,12,15,11,12.66666667
Oats,Saint Lucia,Food supply quantity (g/capita/day),g/capita/day,6,6,5,5.666666667
Oats,Saint Lucia,Protein supply quantity (g/capita/day),g/capita/day,0.5,0.6,0.5,0.533333333
Oats,Saint Vincent and the Grenadines,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Saint Vincent and the Grenadines,Food supply (kcal/capita/day),kcal/capita/day,3,3,1,2.333333333
Oats,Saint Vincent and the Grenadines,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Oats,Saint Vincent and the Grenadines,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Samoa,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Samoa,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Samoa,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Samoa,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sao Tome and Principe,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sao Tome and Principe,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Sao Tome and Principe,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sao Tome and Principe,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Saudi Arabia,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Saudi Arabia,Food supply (kcal/capita/day),kcal/capita/day,3,4,5,4
Oats,Saudi Arabia,Food supply quantity (g/capita/day),g/capita/day,2,2,2,2
Oats,Saudi Arabia,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.2,0.2,0.166666667
Oats,Senegal,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Senegal,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Senegal,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Senegal,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Serbia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Serbia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Serbia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Serbia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sierra Leone,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sierra Leone,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Sierra Leone,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sierra Leone,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Slovakia,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0,0.066666667
Oats,Slovakia,Food supply (kcal/capita/day),kcal/capita/day,10,11,2,7.666666667
Oats,Slovakia,Food supply quantity (g/capita/day),g/capita/day,3,3,1,2.333333333
Oats,Slovakia,Protein supply quantity (g/capita/day),g/capita/day,0.3,0.4,0.1,0.266666667
Oats,Slovenia,Fat supply quantity (g/capita/day),g/capita/day,0.1,0,0,0.033333333
Oats,Slovenia,Food supply (kcal/capita/day),kcal/capita/day,4,2,3,3
Oats,Slovenia,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Oats,Slovenia,Protein supply quantity (g/capita/day),g/capita/day,0.2,0.1,0.1,0.133333333
Oats,Solomon Islands,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Solomon Islands,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Solomon Islands,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Solomon Islands,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Somalia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Somalia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Somalia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Somalia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,South Africa,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,South Africa,Food supply (kcal/capita/day),kcal/capita/day,7,7,5,6.333333333
Oats,South Africa,Food supply quantity (g/capita/day),g/capita/day,3,3,2,2.666666667
Oats,South Africa,Protein supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Spain,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Spain,Food supply (kcal/capita/day),kcal/capita/day,2,2,2,2
Oats,Spain,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Oats,Spain,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Sri Lanka,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sri Lanka,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Sri Lanka,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sri Lanka,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sudan (former),Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sudan (former),Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Sudan (former),Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sudan (former),Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Suriname,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Suriname,Food supply (kcal/capita/day),kcal/capita/day,6,5,5,5.333333333
Oats,Suriname,Food supply quantity (g/capita/day),g/capita/day,3,3,2,2.666666667
Oats,Suriname,Protein supply quantity (g/capita/day),g/capita/day,0.3,0.2,0.2,0.233333333
Oats,Swaziland,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Swaziland,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Swaziland,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Swaziland,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Sweden,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Oats,Sweden,Food supply (kcal/capita/day),kcal/capita/day,8,8,8,8
Oats,Sweden,Food supply quantity (g/capita/day),g/capita/day,3,3,3,3
Oats,Sweden,Protein supply quantity (g/capita/day),g/capita/day,0.3,0.3,0.3,0.3
Oats,Switzerland,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Switzerland,Food supply (kcal/capita/day),kcal/capita/day,7,7,7,7
Oats,Switzerland,Food supply quantity (g/capita/day),g/capita/day,5,6,5,5.333333333
Oats,Switzerland,Protein supply quantity (g/capita/day),g/capita/day,0.3,0.3,0.3,0.3
Oats,Syrian Arab Republic,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Syrian Arab Republic,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Syrian Arab Republic,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Syrian Arab Republic,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Tajikistan,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Tajikistan,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Tajikistan,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Tajikistan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Thailand,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Thailand,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Thailand,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Thailand,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,The former Yugoslav Republic of Macedonia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,The former Yugoslav Republic of Macedonia,Food supply (kcal/capita/day),kcal/capita/day,1,1,2,1.333333333
Oats,The former Yugoslav Republic of Macedonia,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Oats,The former Yugoslav Republic of Macedonia,Protein supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Oats,Timor-Leste,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Timor-Leste,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Timor-Leste,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Timor-Leste,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Togo,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Togo,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Togo,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Togo,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Trinidad and Tobago,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Trinidad and Tobago,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Trinidad and Tobago,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Trinidad and Tobago,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Tunisia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Tunisia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Tunisia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Tunisia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Turkey,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Turkey,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Turkey,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Turkey,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Turkmenistan,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Turkmenistan,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Turkmenistan,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Turkmenistan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Uganda,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Uganda,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,Uganda,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Uganda,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,Ukraine,Fat supply quantity (g/capita/day),g/capita/day,0.4,0.4,0.5,0.433333333
Oats,Ukraine,Food supply (kcal/capita/day),kcal/capita/day,25,25,28,26
Oats,Ukraine,Food supply quantity (g/capita/day),g/capita/day,12,12,13,12.33333333
Oats,Ukraine,Protein supply quantity (g/capita/day),g/capita/day,1,1,1.2,1.066666667
Oats,United Arab Emirates,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,United Arab Emirates,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,United Arab Emirates,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,United Arab Emirates,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,United Kingdom,Fat supply quantity (g/capita/day),g/capita/day,0.7,0.7,0.8,0.733333333
Oats,United Kingdom,Food supply (kcal/capita/day),kcal/capita/day,37,38,40,38.33333333
Oats,United Kingdom,Food supply quantity (g/capita/day),g/capita/day,15,16,16,15.66666667
Oats,United Kingdom,Protein supply quantity (g/capita/day),g/capita/day,1.4,1.5,1.6,1.5
Oats,United Republic of Tanzania,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,United Republic of Tanzania,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Oats,United Republic of Tanzania,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Oats,United Republic of Tanzania,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
